ID,Name,Cost,Starting gold,Starting points,Transition points,Size,Maximum HP,Protection,MR,Morale,Strength,Attack,Defence,Precision,Encumbrance,AP,Attacks,Paths,Properties,Slots,Parts,Transitions,Category
f177,earth made flesh,gold (609),0,0,12,6,220,"eye (5), head (5), body (5), arm (5), leg (5)",18,18,26,8,8,7,2,16,,"earth (3), water (1)","amphibian, cold-blooded, darkvision (100), female, need-not-eat, sacred, siegebonus (25), reinvigoration (4)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,cold-blooded
f178,ancient olm,"gold (68), emeralds (3), sapphires (1)",0,0,1,4,38,"eye (5), head (5), body (5), arm (5)",18,12,12,8,8,12,4,7,e63 (1),"earth (1), water (1)","blindfighter, fortune teller (10), need-not-eat, sacred, resist cold (5), resist poison (15)","hands (2), misc (2)","eye (2), head (1), body (1), arm (2)",f175,tagless
f179,forest giant,gold (254),0,0,5,5,66,"eye (6), head (6), body (6), arm (6), leg (6)",9,15,24,11,9,8,2,16,,,survives in forests,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f180,tagless
f180,hill giant,gold (399),0,0,8,6,106,"eye (8), head (8), body (8), arm (8), leg (8)",9,16,28,13,8,8,2,18,,,survives in mountains,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f181,cavern wight,"gold (255), onyxes (5), sapphires (7)",0,0,5,3,31,"eye (5), head (5), body (5), arm (5), leg (5)",15,17,17,11,11,7,0,10,,,"amphibian, cold aura (3), need-not-eat, resist cold (25), resist poison (25), undead","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",f182,undead
f182,risen oracle,"gold (417), onyxes (5), sapphires (7)",0,0,8,4,95,"eye (1), head (1), body (1), arm (1), leg (1)",18,18,25,10,10,7,0,10,,"earth (1), death (1)","amphibian, cold aura (3), fear (5), fortune teller (15), immortal, need-not-eat, resist cold (25), resist poison (25), undead","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",,undead
f183,penumbral,"gold (251), onyxes (7), sapphires (3)",0,0,5,3,30,"eye (0), head (0), body (0), arm (0), leg (0)",14,18,15,10,10,8,0,12,e63 (1),,"amphibian, ethereal, need-not-eat, stealthy (40), resist cold (15), resist poison (25), undead","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",f184,undead
f184,umbral,"gold (420), onyxes (7), sapphires (3)",0,0,8,4,68,"eye (0), head (0), body (0), arm (0), leg (0)",16,18,22,12,12,8,0,14,e63 (1),,"amphibian, ethereal, need-not-eat, stealthy (40), resist cold (15), resist poison (25), undead","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",,undead
f185,runner,"gold (22), emeralds (1)",0,0,0,2,12,"eye (3), head (3), body (3), arm (3), leg (3)",11,8,11,11,8,10,4,16,e20 (1),,"cold-blooded, survives in swamps, resist poison (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f186,cold-blooded
f186,jade lizard,gold (59),0,0,1,3,23,"eye (8), head (8), body (8), leg (8)",5,13,13,13,12,4,4,16,e322 (1),,"animal, cold-blooded, survives in forests, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (2)",,"animal, cold-blooded"
f187,bacab,gold (125),0,0,2,4,27,"eye (10), head (10), body (10), arm (10), leg (10)",16,13,16,12,8,8,3,12,,"water (3.275), earth (2.275), death (1.275), nature (0.275)","amphibian, darkvision (100), grants water breathing (20), resource bonus (5), sacred, survives in swamps","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
f188,coral queen,gold (140),0,0,3,4,31,"eye (10), head (10), body (10), arm (10), leg (10)",15,14,18,12,8,8,3,12,,holy (3),"amphibian, darkvision (50), female, sacred","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f190,amphibian
f189,king of the deep,gold (125),0,0,2,4,27,"eye (10), head (10), body (10), arm (10), leg (10)",16,13,16,12,8,8,3,12,,"astral (0.525), earth (0.525), fire (0.525), water (3.525)","amphibian, darkvision (50), grants water breathing (20)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f191,amphibian
f190,basalt queen,"gold (211), rubies (1), sapphires (1)",0,0,4,5,48,"eye (14), head (14), body (14), arm (14), leg (14)",15,16,20,12,7,8,3,12,e20 (1),holy (3),"amphibian, darkvision (100), fear (5), female, sacred, resist cold (5), resist fire (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
f191,basalt king,"gold (208), rubies (1), sapphires (1)",0,0,4,5,51,"eye (13), head (13), body (13), arm (13), leg (13)",17,14,21,12,7,8,3,12,,"earth (3.366), fire (1.366), water (2.366)","amphibian, darkvision (100), fear (5), resist cold (5), resist fire (5), resource bonus (10), sacred","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
f192,sleeping pillar,"gold (144), rubies (1), sapphires (1)",0,0,3,3,31,"eye (9), head (9), body (9), arm (9), leg (9)",13,15,18,12,8,8,3,12,e20 (1),,"amphibian, castle defence (2), darkvision (100), resist cold (5), resist fire (5), sacred, void sanity (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
f193,slave enkidu,gold (5),29,1,0,3,22,"eye (2), head (2), body (2), arm (2), leg (2)",10,6,14,8,7,8,3,14,,,,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f101, f113, f194","starting form, tagless"
f194,enkidu,gold (67),0,0,1,3,24,"eye (2), head (2), body (2), arm (2), leg (2)",11,11,15,10,9,8,3,14,,,,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f195,tagless
f195,ogre,"gold (109), sapphires (1)",0,0,2,3,26,"eye (7), head (7), body (7), arm (7), leg (7)",8,14,18,10,9,8,2,14,,,"survives in mountains, resist cold (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f211, f221",tagless
f196,earth serpent,"gold (707), emeralds (5)",0,0,14,6,210,"eye (20), head (20), body (20)",18,18,28,15,10,10,2,8,e65 (1),earth (2),"amphibian, cold-blooded, darkvision (50), fear (5), survives in mountains, survives in swamps, recuperation, resist poison (15)","body (1), misc (2)","eye (2), head (1), body (1)",,cold-blooded
f197,hannya,"gold (119), rubies (7), emeralds (3)",0,0,2,3,18,"eye (5), head (5), body (5), arm (5)",17,13,12,11,13,12,4,8,,"fire (2), death (2), nature (1)","cold-blooded, demon, female, heat aura (3), survives in swamps, survives in mountains, resist fire (25), resist poison (15)","hands (2), head (1), body (1), misc (2)","eye (2), head (1), body (1), arm (2)",,"cold-blooded, demon"
f198,draconian,"gold (188), emeralds (3)",0,0,4,4,45,"eye (9), head (9), body (9), wing (9), leg (9)",14,12,18,11,13,10,3,10,e30 (1),,"cold-blooded, flying, survives in mountains, resist poison (15)","head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",,cold-blooded
f199,displacer beast,"gold (136), diamonds (1), pearls (1)",0,0,3,3,27,"eye (4), head (4), body (4), leg (4)",13,13,15,13,12,5,2,20,"e29 (1), e322 (1), e85 (1)",,"animal, magic being, displacement (25), void sanity (20)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f85,"animal, magic being"
f200,sacred serpent,"gold (70), emeralds (1)",0,0,1,3,22,"eye (7), head (7), body (7)",14,14,12,14,8,10,2,6,e239 (1),,"animal, cold-blooded, sacred, standard (1), survives in swamps, resist poison (5)","body (1), misc (2)","eye (2), head (1), body (1)","f277, f278, f282, f283, f284","animal, cold-blooded"
f201,cockatrice,"gold (74), emeralds (3)",0,0,1,4,22,"eye (4), head (4), body (4), wing (4), leg (4)",14,9,13,10,12,8,3,6,"e146 (1), e592 (1)",,"animal, flying, magic being, survives in forests, resist poison (15)","body (1), misc (2)","eye (2), head (1), body (1), wing (2), leg (2)",f96,"animal, magic being"
f202,jaguar toad,emeralds (7),0,0,0,3,21,"eye (3), head (3), body (3), leg (3)",5,12,11,7,6,5,3,6,e29 (1),,"animal, cold-blooded, survives in swamps, trample, poison skin (20), resist poison (25), undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f91,"animal, cold-blooded"
f203,crocodile,,0,0,0,3,23,"eye (12), head (12), body (12), leg (12)",5,14,14,10,7,5,3,7,e322 (1),,"animal, cold-blooded, survives in swamps, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4)","f92, f89, f93, f94","animal, cold-blooded"
f204,kaijin,"gold (166), pearls (2), rubies (1)",0,0,3,2,19,"eye (0), head (0), body (0), arm (0), leg (0)",18,15,12,13,13,13,2,12,,"water (3), earth (1), nature (2)","amphibian, ethereal, need-not-eat, sacred, resist fire (5), magic being","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"amphibian, magic being"
f205,shark warrior,gold (151),0,0,3,4,28,"eye (7), head (7), body (7), arm (7), leg (7)",9,14,17,12,10,8,3,12,e20 (1),,"amphibian, darkvision (50)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
f206,crab general,gold (109),0,0,2,3,25,"eye (15), head (15), body (15), arm (15), leg (15)",9,14,15,10,8,7,3,10,e273 (1),,"amphibian, darkvision (100), void sanity (10)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
f207,guhyaka,"gold (137), pearls (2)",0,0,3,3,23,"eye (1), head (1), body (1), arm (1), leg (1)",13,13,15,11,11,11,2,14,e397 (1),,"awe (1), sacred, magic being","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f208, f209",magic being
f208,gandharva,"gold (228), pearls (3)",0,0,5,3,25,"eye (1), head (1), body (1), arm (1), leg (1)",16,15,15,13,13,11,1,14,e397 (1),,"awe (2), sacred, standard (1), magic being","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f309,magic being
f209,apsara,"gold (215), pearls (5)",0,0,4,3,20,"eye (1), head (1), body (1), arm (1), leg (1)",14,13,13,11,15,11,1,14,e397 (1),,"awe (4), sacred, standard (1), magic being","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f310,magic being
f210,yeti,"gold (252), sapphires (7)",0,0,5,4,46,"eye (8), head (8), body (8), arm (8), leg (8)",13,15,22,13,9,8,2,14,,,"cold aura (3), survives in mountains, resist cold (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f212,tagless
f211,jotun,"gold (129), sapphires (3)",0,0,3,4,30,"eye (5), head (5), body (5), arm (5), leg (5)",12,12,20,10,10,10,3,15,,,resist cold (15),"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f210, f219",tagless
f212,niefel giant,"gold (335), sapphires (7)",0,0,7,5,66,"eye (7), head (7), body (7), arm (7), leg (7)",15,14,25,12,12,10,2,16,,,"cold aura (10), cold power (1), ice protection (2), resist cold (25), resist fire (-5), sacred","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f213,sea troll,"gold (231), emeralds (5)",0,0,5,4,52,"eye (8), head (8), body (8), arm (8), leg (8)",14,12,22,9,8,8,2,14,,,"amphibian, darkvision (50), regeneration (5.2), resist poison (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f223,amphibian
f214,cyclops,"gold (397), rubies (3)",0,0,8,5,91,"eye (20), head (20), body (20), arm (20), leg (20)",18,18,28,11,12,7,2,14,,earth (3),"fear (5), resist fire (15), stone-being, survives in mountains","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",,tagless
f215,nagaraja,"gold (133), emeralds (2)",0,0,3,3,25,"eye (5), head (5), body (5), arm (5)",17,14,14,12,12,12,4,10,e239 (1),"water (3), earth (1), nature (1), holy (2)","amphibian, cold-blooded, survives in swamps, darkvision (75), resist poison (10)","hands (2), head (1), body (1), misc (2)","eye (2), head (1), body (1), arm (2)",,"cold-blooded, magic being"
f216,kenzoku,"gold (297), pearls (5)",0,0,6,2,26,"eye (0), head (0), body (0), arm (0), leg (0)",15,16,15,15,15,13,1,12,,,"awe (2), ethereal, need-not-eat, sacred, magic being","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,magic being
f217,zmey,"gold (175), rubies (3)",0,0,4,5,45,"eye (13), head (13), body (13), wing (13), leg (13)",14,15,16,13,12,12,3,7,e322 (3),,"animal, flying, cold-blooded, survives in mountains, resist fire (15)","body (1), misc (2)","eye (6), head (3), body (1), wing (2), leg (2)",f291,"animal, magic being"
f218,fire snake,"gold (111), rubies (7), emeralds (3)",0,0,2,3,25,"eye (9), head (9), body (9)",15,13,13,13,8,10,5,6,"e350 (1), e239 (1)",,"animal, fire power (1), heat aura (3), survives in wastelands, resist fire (25), resist poison (15), magic being, undisciplined","body (1), misc (2)","eye (2), head (1), body (1)",,"animal, cold-blooded"
f219,lesser ettin,gold (301),0,0,6,5,62,"eye (6), head (6), body (6), arm (6), leg (6)",14,14,23,13,8,11,3,16,,,"ambidextrous (3), survives in forests, survives in mountains, undisciplined","hands (2), head (2), body (1), feet (1), misc (2)","eye (4), head (2), body (1), arm (2), leg (2)",f220,tagless
f220,ettin,gold (436),0,0,9,6,82,"eye (6), head (6), body (6), arm (6), leg (6)",15,15,26,14,7,11,3,16,,,"ambidextrous (6), survives in forests, survives in mountains, undisciplined","hands (3), head (2), body (1), feet (1), misc (1)","eye (4), head (2), body (1), arm (3), leg (2)",,tagless
f221,troll,"gold (206), emeralds (1)",0,0,4,4,35,"eye (11), head (11), body (11), arm (11), leg (11)",14,12,22,10,9,8,2,14,,,"darkvision (50), survives in mountains, need-not-eat, regeneration (3.5), resist fire (-10)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f222,tagless
f222,troll king,"gold (282), emeralds (2)",0,0,6,4,42,"eye (11), head (11), body (11), arm (11), leg (11)",17,14,24,11,10,8,2,14,,earth (3),"darkvision (50), survives in mountains, need-not-eat, regeneration (6.3), resist fire (-10)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f223,sea king,"gold (376), emeralds (6)",0,0,8,4,63,"eye (9), head (9), body (9), arm (9), leg (9)",17,14,22,11,12,8,2,14,,water (3),"amphibian, darkvision (50), grants water breathing (30), regeneration (9.45), resist poison (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
f224,ether warrior,"gold (201), pearls (2)",0,0,4,3,25,"eye (2), head (2), body (2), arm (2), leg (2)",15,15,16,13,13,15,2,15,,,"amphibian, ethereal, magic being, magic power (1)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,magic being
f225,forest troll,"gold (140), emeralds (1)",0,0,3,3,26,"eye (7), head (7), body (7), arm (7), leg (7)",14,11,19,10,9,8,2,14,,,"darkvision (50), survives in forests, need-not-eat, regeneration (2.6), resist fire (-5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f226,lilot,gold (186),0,0,4,3,22,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",17,18,12,12,12,12,1,13,e63 (1),,"demon, dream seduction (14), flying, survives in wastes, stealthy (55)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)","f324, f325",demon
f227,tarrasque,"gold (947), emeralds (12)",0,0,20,6,245,"eye (19), head (19), body (19), leg (19)",18,18,27,13,9,10,4,8,"e322 (1), e29 (1)",,"fear (10), poison cloud (10), survives in swamps,  recuperation, regeneration (24.5), resist poison (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,tagless
f228,hekateride,"gold (121), pearls (7)",0,0,2,2,15,"eye (0), head (0), body (0), arm (0), leg (0)",18,12,11,11,12,10,2,12,,"air (0.275), earth (275), holy (2), nature (3), water (2.275)","amphibian, awe (6), female, magic being,  recuperation","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"amphibian, magic being"
f229,elephant,gold (174),0,0,3,6,61,"eye (11), head (11), body (11), arm (11), leg (11)",6,8,20,9,8,5,3,18,e614 (1),,"animal, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f239,animal
f230,anointed,"gold (45), pearls (2)",0,0,1,2,10,"eye (0), head (0), body (0), arm (0), leg (0)",13,15,10,10,10,10,3,12,,holy (1),"awe (1), invulnerability (5), sacred","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f231,tagless
f231,angel,"gold (159), pearls (4)",0,0,3,3,12,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",15,17,11,11,11,11,1,16,,,"awe (3), flying, invulnerability (10), sacred, magic being, resist fire (3), resist shock (3)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f233,magic being
f232,angel of the heavenly choir,"gold (203), diamonds (1), pearls (6), rubies (1)",0,0,4,3,14,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",16,18,12,11,13,13,1,16,,holy (2),"awe (5), flying, invulnerability (15), sacred, magic being, resist fire (5), resist shock (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f327,magic being
f233,angel of the host,"gold (244), diamonds (1), pearls (6), rubies (1)",0,0,5,3,17,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",17,18,13,13,13,15,1,16,,,"awe (5), flying, invulnerability (15), sacred, magic being, resist fire (5), resist shock (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f327,magic being
f234,oni general,"gold (211), onyxes (2)",0,0,4,3,30,"eye (7), head (7), body (7), arm (7), leg (7)",16,18,17,13,12,9,1,14,,"death (2), fire (0.333), earth (0.333), air (0.333)","chaos power (1), demon, pillage bonus (3), resist fire (5), resist poison (5), sacred, secondshape (235), survives in mountains","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f236,demon
f235,oni general spirit,,0,0,0,3,15,"eye (0), head (0), body (0), arm (0), leg (0)",16,18,16,13,12,9,0,14,e67 (1),"death (2), fire (0.333), earth (0.333), air (0.333)","ethereal, chaos power (1), firstshape (234), pillage bonus (1), resist poison (25), undead",misc (2),"eye (2), head (1), body (1), arm (2), leg (2)",f236,demon
f236,dai oni,"gold (303), onyxes (2)",0,0,6,4,50,"eye (8), head (8), body (8), arm (8), leg (8)",18,18,20,14,13,9,1,16,,"fire (2.275), earth (2.275), death (3.275), holy (1)","chaos power (1), demon, fear (5), pillage bonus (5), resist fire (5), resist poison (5), sacred, secondshape (237), survives in mountains","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,demon
f237,dai oni spirit,,0,0,0,4,25,"eye (0), head (0), body (0), arm (0), leg (0)",18,18,20,14,13,9,0,16,e67 (1),"fire (2.275), earth (2.275), death (3.275), holy (1)","ethereal, chaos power (1), firstshape (236), pillage bonus (3), resist poison (25), undead",misc (2),"eye (2), head (1), body (1), arm (2), leg (2)",,demon
f238,shikigami,pearls (2),0,0,0,2,7,"eye (0), head (0), body (0), leg (0), wing (0)",14,14,6,12,12,8,3,4,e29 (1),,"animal, flying, ethereal, magic being, survives in forests, survives in mountains","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",f267,"animal, magic being"
f239,mammoth,"gold (194), sapphires (3)",0,0,4,6,61,"eye (11), head (11), body (11), leg (11)",6,10,21,10,8,5,3,16,e614 (1),,"animal, trample, resist cold (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
f240,behemoth,"gold (335), onyxes (5), sapphires (3)",0,0,7,6,104,"eye (7), head (7), body (7), arm (7), leg (7)",13,18,22,7,6,5,0,12,e614 (1),,"animal, fear (5), trample, lifeless, resist cold (15), resist poison (25), undead","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,undead
f241,konoha tengu,gold (82),0,0,2,3,12,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",14,13,11,12,12,12,3,10,,,"flying, sacred, survives in mountains","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f242,tagless
f242,karasu tengu,gold (144),0,0,3,3,14,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",13,13,11,14,14,13,3,14,,,"flying, sacred, survives in mountains","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f314,tagless
f243,monster boar,gold (203),0,0,4,5,51,"eye (9), head (9), body (9), arm (9), leg (9)",5,15,20,12,10,5,2,20,e331 (1),,"animal, trample, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
f244,melqart,"gold (382), rubies (1)",0,0,8,5,61,"eye (5), head (5), body (5), arm (5), leg (5)",18,15,24,15,14,12,2,18,e331 (1),"blood (3), fire (0.666), earth (0.666), astral (0.666)","fear (5), survives in wastes, resist fire (8)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f245,adon,"gold (331), rubies (1)",0,0,7,5,57,"eye (4), head (4), body (4), arm (4), leg (4)",18,15,23,14,13,11,2,16,e331 (1),"holy (2), fire (0.666), earth (0.666), astral (0.666)","survives in wastes, resist fire (6)","hands (2), head (1), body (1), feet (1), misc (3)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
f246,phase spider,"gold (243), diamonds (1), pearls (1), emeralds (3)",0,0,5,5,40,"eye (15), head (15), body (15), leg (15)",13,10,13,13,11,10,2,14,"e700 (1), e701 (1)",,"animal, magic being, displacement (25), resist poison (15)","body (1), misc (2)","eye (8), head (1), body (1), leg (8)",,"animal, magic being"
f247,fay boar,gold (27),0,0,1,3,18,"eye (4), head (4), body (4), leg (4)",14,18,12,10,10,5,2,14,e331 (1),,"animal, immortal, survives in forests, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f248,animal
f248,gloso,"gold (141), rubies (7)",0,0,3,3,28,"eye (8), head (8), body (8), leg (8)",13,14,15,13,10,5,2,18,e572 (1),,"animal, darkvision (100), heat aura (3), sacred, stealthy (50), survives in forests, trample, resist fire (25)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)","f229, f249",animal
f249,moose,gold (58),0,0,1,4,38,"eye (5), head (5), body (5), leg (5)",5,9,16,9,9,5,3,24,e397 (1),,"animal, stealthy (40), survives in forests, trample, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4)","f250, f252",animal
f250,great boar of carnutes,gold (241),0,0,5,5,58,"eye (10), head (10), body (10), leg (10)",14,15,21,13,10,5,2,20,e331 (1),,"animal, fortune teller (15), sacred, survives in forests, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f251,animal
f251,thrice horned boar,"gold (467), emeralds (2)",0,0,9,6,102,"eye (16), head (16), body (16), leg (16)",18,18,26,13,12,8,2,20,"e55 (1), e331 (1)","earth (1), nature (1)","berserk (5), survives in forests, trample, recuperation","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
f252,fall bear,"gold (260), pearls (5), emeralds (2)",0,0,5,4,53,"eye (0), head (0), body (0), arm (0), leg (0)",15,50,19,10,8,5,0,14,e29 (1),,"animal, ethereal, magic being, survives in forests, resist poison (15), fallpower (25), regeneration (5.3)","body (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"animal, magic being"
f253,hound of hades,"gold (590), emeralds (3)",0,0,12,6,118,"eye (14), head (14), body (14), leg (14)",18,18,27,13,12,8,2,24,"e630 (3), e631 (1), e632 (1)","earth (1), death (1)","darkvision (100), fear (10), patrol bonus (50), resist poison (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
f254,dog of the underworld,"gold (398), sapphires (3)",0,0,8,6,112,"eye (13), head (13), body (13), leg (13)",18,18,26,13,12,8,2,26,e322 (1),"water (1), death (1)","corpse eater (15), dark power (3), darkvision (100), fear (10), patrol bonus (50), stealthy (65), survives in forests, resist cold (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
f255,son of fenrer,"gold (465), sapphires (3)",0,0,9,6,122,"eye (13), head (13), body (13), leg (13)",18,18,27,13,12,8,2,30,e322 (1),"water (1), nature (1)","berserk (7), darkvision (100), fear (10), stealthy (40), survives in forests, resist cold (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
f256,celestial hound,"gold (147), diamonds (3)",0,0,3,3,25,"eye (7), head (7), body (7), leg (7)",14,15,17,14,11,5,1,20,"e322 (1), e29 (1)",,"animal,  magic being, sacred, flying, resist shock (15), patrol bonus (10)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f60,"animal, magic being"
f257,leogryph,gold (84),0,0,2,3,23,"eye (5), head (5), body (5), wing (5)",12,14,16,14,11,8,3,22,"e322 (1), e29 (1)",,"animal,  undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",f258,animal
f258,gryphon,gold (104),0,0,2,5,44,"eye (7), head (7), body (7), wing (7)",13,15,16,13,8,8,4,15,"e322 (1), e408 (1)",,"animal,  flying, survives in wastelands, survives in mountains, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",f259,animal
f259,manticore,"gold (264), emeralds (3)",0,0,5,5,62,"eye (11), head (11), body (11), leg (11), wing (11)",14,14,20,13,11,12,2,18,"e144 (1), e29 (1)",,"fear (5), flying, survives in wastelands, survives in mountains, undisciplined, resist poison (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)","f260, f261, f262, f263, f264, f265",animal
f260,urmahlullu,gold (456),0,0,9,6,140,"eye (12), head (12), body (12), leg (12), wing (12)",18,18,25,13,12,12,2,20,e29 (2),"air (1), astral (1)","fear (5), flying","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,animal
f261,man-eater,"gold (563), emeralds (3)",0,0,11,6,155,"eye (14), head (14), body (14), leg (14), wing (14)",18,18,27,14,12,12,2,18,"e144 (1), e29 (2)","earth (1), blood (1)","fear (5), flying, kills population (100), resist poison (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,animal
f262,criosphinx,gold (454),0,0,9,6,138,"eye (12), head (12), body (12), leg (12), wing (12)",18,18,26,13,12,12,2,22,"e404 (1), e29 (2)","air (1), nature (1)",flying,"body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,animal
f263,hieracosphinx,"gold (470), diamonds (1), rubies (1)",0,0,9,6,129,"eye (12), head (12), body (12), leg (12), wing (12)",18,18,25,15,12,12,2,22,"e404 (1), e29 (2)","fire (1), air (1)","fear (5), flying, resist fire (5), resist shock (5)","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,animal
